# Source File Name = manual_corpus.txt
#
# Memory Chunck Size = 4096
#
1,4,4090,53.763,265.752
3,4,6,4.66667,0.942809
4,4,13,4.68,1.51578
5,4,17,5.81081,3.28253
6,4,30,7.2191,4.28082
7,4,31,7.08943,3.82122
8,4,76,7.50331,6.4062
9,4,11,5.78188,1.54266
10,4,43,8,6.40012
11,4,33,7.52106,3.15659
12,4,616,9.71977,31.6809
13,4,26,8.65824,2.55706
14,4,32,9.10787,4.77237
15,4,56,8.24647,5.56842
16,4,18,9.87965,3.41187
17,4,17,9.10576,4.14299
18,4,17,9.66442,4.49187
19,4,128,12.0641,7.63182
20,4,40,7.45556,3.38379
21,4,20,8.43352,4.60899
22,4,23,8.84261,4.74246
23,4,20,8.2473,3.7817
24,4,28,7.62162,3.85961
25,4,23,7.24569,2.42012
26,4,45,8.32017,4.54332
27,4,27,6.91895,3.73361
28,4,24,7.92609,3.47647
29,4,29,11.8626,8.51388
30,4,29,13.5874,10.252
31,4,30,10.4858,6.70298
32,4,32,11.9635,9.95898
33,4,32,8.68566,5.74412
34,4,37,9.17136,3.9422
35,4,35,8.7496,4.84411
36,4,36,8.24015,4.85305
37,4,37,8.76838,5.04393
38,4,38,12.5088,8.02254
39,4,39,10.77,5.64775
40,4,208,15.3034,21.211
41,4,73,8.25451,6.55005
42,4,39,7.78328,4.52233
43,4,41,9.5721,6.12624
44,4,42,18.443,13.9927
45,4,43,7.61176,4.99245
46,4,45,8.31463,5.46149
47,4,50,10.243,6.85066
48,4,38,7.90459,4.96576
49,4,50,7.76698,6.18406
50,4,63,11.6526,11.0865
51,4,52,11.7089,9.56212
52,4,35,10.2423,5.69437
53,4,54,10.5363,6.43527
54,4,55,10.334,7.88434
55,4,54,23.7794,15.2442
56,4,176,10.6489,10.1322
57,4,55,11.9522,8.39828
58,4,43,9.99387,6.00178
59,4,51,9.8665,7.17849
60,4,58,9.72107,6.82384
61,4,42,12.1326,5.96112
62,4,58,9.15779,6.01566
63,4,59,10.2224,8.14894
64,4,50,9.26652,6.5416
65,4,52,9.77851,6.1824
66,4,79,11.5604,9.29304
67,4,94,8.85393,8.22349
68,4,66,9.70847,8.18534
69,4,52,11.2859,7.6075
70,4,70,8.72131,7.9383
71,4,38,9.22455,6.71538
72,4,70,10.7907,9.53547
73,4,71,9.53411,7.38151
74,4,64,9.86535,7.46196
75,4,74,14.8254,15.0359
76,4,74,10.5301,8.68157
77,4,68,10.7003,10.5452
78,4,134,10.7392,13.0132
79,4,55,9.55442,7.488
80,4,80,12.2181,12.3732
81,4,41,9.71473,7.72226
82,4,209,10.6738,15.0351
83,4,109,9.46371,8.64604
84,4,75,10.0558,6.88498
85,4,53,10.1452,8.26564
86,4,159,12.5,14.7377
87,4,51,11.3198,9.52305
88,4,53,10.5571,8.50597
89,4,297,18.9787,35.4351
90,4,179,34.8835,32.7321
91,4,180,27.3282,29.9664
92,4,100,11.4017,12.3921
93,4,93,9.92717,8.83019
94,4,37,8.49271,5.57424
95,4,65,9.0819,7.26869
96,4,52,8.70685,7.09227
97,4,50,7.50151,4.92688
98,4,61,8.73037,8.71558
99,4,99,14.6588,12.9227
100,4,93,13.9655,19.9679
101,4,68,14.1103,13.9662
102,4,103,15.3263,18.7251
103,4,95,10.5385,8.77078
104,4,75,12.3449,10.4193
105,4,60,9.10849,7.44049
106,4,80,9.31935,8.59138
107,4,65,10.9094,8.94491
108,4,81,10.6849,9.70513
109,4,77,10.9079,8.59801
110,4,107,15.3685,12.326
111,4,78,12.5654,10.8056
112,4,81,16.4744,13.5889
113,4,107,10.8162,8.53762
114,4,110,10.3886,12.1066
115,4,56,13.0705,12.4534
116,4,96,10.6436,8.68405
117,4,53,11.348,8.54423
118,4,116,12.0386,13.4355
119,4,71,12.7568,12.2483
120,4,89,14.8971,16.1233
121,4,69,10.7907,9.64283
122,4,59,11.2634,9.38678
123,4,129,12.3804,12.8848
124,4,81,11.7471,10.8216
125,4,200,13.7849,17.53
126,4,80,11.1552,11.23
127,4,51,10.4937,9.21704
128,4,86,12.4978,12.872
129,4,132,14.7082,19.2848
130,4,82,9.87569,9.82687
131,4,81,11.0069,9.70463
132,4,81,12.5647,10.0072
133,4,126,17.9703,24.433
134,4,84,18.3439,16.4153
135,4,129,15.4241,21.0428
136,4,43,9.87607,7.03878
137,4,140,18.9048,22.0432
138,4,89,14.1984,15.5312
139,4,95,10.7359,12.4488
140,4,211,14.3972,19.8957
141,4,135,16.585,15.2909
142,4,62,10.7034,8.42948
143,4,101,11.3731,12.8235
144,4,101,14.2684,16.2554
145,4,121,13.5891,14.9347
146,4,81,10.9259,12.6862
147,4,124,13.2143,19.014
148,4,93,9.70946,10.7271
149,4,101,10.5642,12.5916
150,4,103,11.2531,10.5951
151,4,151,14.8925,21.78
152,4,470,15.249,33.1537
153,4,153,13.3319,16.2732
154,4,61,10.9752,8.3213
155,4,80,11.1041,9.31942
156,4,137,15.0702,16.5523
157,4,89,12.179,11.9715
158,4,73,11.387,12.6394
159,4,76,12.4067,11.7392
160,4,96,16.4676,18.1195
161,4,146,14.5696,21.7652
162,4,92,13.5885,11.7441
163,4,92,15.0229,13.3699
164,4,92,17.7521,17.8572
165,4,158,20.9594,25.0694
166,4,93,20.1849,20.747
167,4,124,19.5417,22.0312
168,4,100,14.0837,15.1127
169,4,118,19.8709,20.3009
170,4,93,19.9653,21.4908
171,4,93,15.7252,16.9531
172,4,92,13.3772,11.7725
173,4,128,12.3866,16.1498
174,4,77,11.7087,11.322
175,4,127,10.7762,15.6932
176,4,89,13.5311,14.5402
177,4,67,15.9623,15.0562
178,4,131,15.0995,17.1662
179,4,69,11.8481,11.0183
180,4,180,20.2882,33.2922
181,4,179,20.4229,26.1951
182,4,118,14.3756,18.4285
183,4,70,10.9722,11.5277
184,4,74,12.8323,14.9575
185,4,120,14.4067,19.4804
186,4,186,13.7629,21.9868
187,4,247,15.5842,25.2062
188,4,115,13.0918,13.448
189,4,97,16.1522,19.8874
190,4,85,12.0055,12.7506
191,4,87,12.5698,14.0127
192,4,77,11.6492,13.5375
193,4,100,15.107,15.7887
194,4,85,14.6283,16.8906
195,4,98,10.875,13.2376
196,4,195,13.8235,22.6566
197,4,144,14.5143,19.4828
198,4,86,17.5636,13.47
199,4,71,17.0076,12.4612
200,4,243,21.4927,37.7768
201,4,137,16.8625,23.824
202,4,66,10.9623,11.2305
203,4,74,18.1935,19.351
204,4,173,15.5325,20.3981
205,4,79,13.68,14.5657
206,4,147,14.0949,17.174
207,4,62,12.1833,11.3805
208,4,147,15.811,21.8405
209,4,172,14.4403,22.7946
210,4,92,12.1633,14.0296
211,4,73,13.0294,13.8842
212,4,76,13.8778,13.7282
213,4,197,13.9339,18.4336
214,4,110,15.7273,17.5915
215,4,200,17.2261,29.8535
216,4,200,13.1961,23.8979
217,4,101,14.5392,14.5607
218,4,68,10.5207,9.70152
219,4,201,14.5455,22.0908
220,4,107,15.3737,19.7509
221,4,108,27,30.796
222,4,205,21.095,23.6726
223,4,155,13.8971,17.2449
224,4,215,17.1953,25.0075
225,4,180,16.5261,18.2399
226,4,88,12.6412,15.2903
227,4,73,15.2125,13.8557
228,4,67,12.6825,12.1857
229,4,113,13.2093,18.1922
230,4,96,12.3905,13.8145
231,4,170,13.2611,17.5763
232,4,146,14.4529,18.2754
233,4,102,12.9709,17.2254
234,4,99,16.465,18.578
235,4,122,16.5668,19.9298
236,4,153,14.9455,18.7485
237,4,172,16.209,26.3307
238,4,68,11.7874,11.7799
239,4,83,14.8773,16.685
240,4,64,14.1488,13.0117
241,4,163,14.0055,18.999
242,4,124,11.8782,15.2976
243,4,130,14.0496,17.5759
244,4,259,16.5931,24.3282
245,4,90,15.1869,15.6615
246,4,107,14.6929,16.9852
247,4,90,13.3494,14.8421
248,4,85,13.5959,15.1953
249,4,127,13.0851,15.7306
250,4,172,14.7586,20.0854
251,4,228,29.2626,57.4396
252,4,144,15.2422,19.0086
253,4,96,15.3526,16.861
254,4,90,13.4785,15.7251
255,4,92,23.1176,26.1046
256,4,82,14.2969,16.1861
257,4,100,23.3398,29.8262
258,4,70,11.6759,10.9102
259,4,77,14.1781,16.1469
260,4,94,12.6014,13.8216
261,4,107,16.9408,17.448
262,4,107,15.9651,21.5813
263,4,91,12.8807,12.4203
264,4,97,15.2308,17.1322
265,4,163,21.4236,20.0214
266,4,107,16.2286,20.4846
267,4,80,12.6222,12.6794
268,4,90,12.7338,14.1678
269,4,73,10.6933,10.1067
270,4,180,12.3718,17.5967
271,4,225,26.1965,35.5491
272,4,90,15.5543,16.1972
273,4,180,19.0059,25.5402
274,4,134,12.4716,15.545
275,4,197,12.6094,20.1791
276,4,68,13.8425,14.9381
277,4,165,17.882,19.2582
278,4,90,13.2397,15.1211
279,4,108,14.774,18.5909
280,4,127,14.4588,17.3721
281,4,78,13.7537,14.0683
282,4,136,13.0494,19.6701
283,4,63,11.1136,10.0775
284,4,222,13.458,24.532
285,4,65,12.2833,12.0043
286,4,156,14.087,21.1512
287,4,77,11.8413,12.4476
288,4,153,18.6905,22.1805
289,4,85,13.6757,16.288
290,4,65,11.8382,10.0201
291,4,100,15.5562,18.4066
292,4,154,19.8715,26.7599
293,4,98,17.8983,20.695
294,4,72,13,14.4458
295,4,76,16.1131,15.5825
296,4,172,16.7469,24.2839
297,4,130,13.6439,18.3857
298,4,117,15.3462,17.234
299,4,78,12.0496,13.643
300,4,77,13.4939,11.1484
301,4,65,10.462,13.3424
302,4,178,14.9655,17.6828
303,4,73,12.2555,13.1976
304,4,68,14.0775,13.561
305,4,227,17.7731,35.7598
306,4,313,20.5385,44.2794
307,4,78,14.7037,17.2081
308,4,66,11.7273,10.6467
309,4,213,23.6992,46.3207
310,4,80,14.5672,15.2914
311,4,160,13.3427,18.2535
312,4,107,13.3904,17.5458
313,4,190,16.8974,27.0919
314,4,89,13.6783,16.6581
315,4,223,19.237,27.1962
316,4,139,15.3231,19.2331
317,4,178,15.4586,21.3173
318,4,120,20.008,29.5793
319,4,72,13.6181,13.6438
320,4,168,13.2344,18.1996
321,4,76,12.1382,14.1784
322,4,89,10.3892,11.7474
323,4,170,13.5903,19.0038
324,4,89,12.75,13.3948
325,4,184,13.908,20.6174
326,4,147,13.1176,17.7388
327,4,137,16.1852,19.1273
328,4,70,19.7975,20.876
329,4,85,19.0873,19.9786
330,4,138,14.8947,19.0746
331,4,156,17.32,23.0948
332,4,111,13.3353,14.8021
333,4,85,14.5159,14.9474
334,4,324,20.2229,42.619
335,4,324,16.4138,30.557
336,4,88,12.8734,14.1987
337,4,88,27.5252,30.6452
338,4,150,15.236,20.6903
339,4,73,13.488,14.9744
340,4,122,13.3974,19.1017
341,4,111,12.0934,14.9856
342,4,80,11.6138,13.9858
343,4,62,9.90517,9.13215
344,4,115,14.3851,18.8735
345,4,117,11.8212,13.2868
346,4,379,13.5404,31.0479
347,4,74,13.1312,14.4153
348,4,154,12.609,17.1328
349,4,171,25.9966,40.0658
350,4,142,13.6928,17.207
351,4,114,17.0593,17.1693
352,4,155,12.14,16.1699
353,4,87,13.7584,14.5391
354,4,228,19.6089,26.3726
355,4,236,17.6781,20.8196
356,4,344,20.585,35.0464
357,4,344,18.2719,28.4338
358,4,92,16.5867,15.9549
359,4,342,21.5397,32.6928
360,4,85,17.2217,14.4871
361,4,91,16.4153,15.9038
362,4,187,22.68,26.3245
363,4,309,19.7175,27.1025
364,4,275,26.3128,36.72
365,4,87,17.9505,16.2688
366,4,209,19.766,23.1188
367,4,239,22.7246,31.699
368,4,112,19.5496,18.1356
369,4,110,18.5441,16.9533
370,4,72,18.9352,15.055
371,4,163,17.7308,17.2396
372,4,87,18.7179,15.6496
373,4,100,20.024,20.236
374,4,71,19.4976,15.8079
375,4,145,19.1623,20.3416
376,4,64,18.8691,15.6399
377,4,163,19.8708,21.5354
378,4,186,18.4286,21.7658
379,4,85,18.52,15.4091
380,4,101,18.1006,17.8398
