# Source File Name = manual_corpus.txt
#
# Memory Chunck Size = 4096
#
# File Compressed : .\data\silicia_corpus\xml
# Statistic of compression loss with modified algorithm .\data\silicia_corpus\xml
#
# Number of entried for this statistic = 1305
#
LZ4 ratio x 100,376, New LZ4 ratio x 100,0
LZ4 ratio x 100,394, New LZ4 ratio x 100,0
LZ4 ratio x 100,428, New LZ4 ratio x 100,0
LZ4 ratio x 100,379, New LZ4 ratio x 100,0
LZ4 ratio x 100,416, New LZ4 ratio x 100,0
LZ4 ratio x 100,397, New LZ4 ratio x 100,0
LZ4 ratio x 100,404, New LZ4 ratio x 100,0
LZ4 ratio x 100,400, New LZ4 ratio x 100,0
LZ4 ratio x 100,414, New LZ4 ratio x 100,0
LZ4 ratio x 100,398, New LZ4 ratio x 100,0
LZ4 ratio x 100,401, New LZ4 ratio x 100,0
LZ4 ratio x 100,410, New LZ4 ratio x 100,0
LZ4 ratio x 100,407, New LZ4 ratio x 100,0
LZ4 ratio x 100,407, New LZ4 ratio x 100,0
LZ4 ratio x 100,397, New LZ4 ratio x 100,0
LZ4 ratio x 100,396, New LZ4 ratio x 100,0
LZ4 ratio x 100,399, New LZ4 ratio x 100,0
LZ4 ratio x 100,402, New LZ4 ratio x 100,0
LZ4 ratio x 100,408, New LZ4 ratio x 100,0
LZ4 ratio x 100,394, New LZ4 ratio x 100,0
LZ4 ratio x 100,423, New LZ4 ratio x 100,0
LZ4 ratio x 100,401, New LZ4 ratio x 100,0
LZ4 ratio x 100,423, New LZ4 ratio x 100,0
LZ4 ratio x 100,413, New LZ4 ratio x 100,0
LZ4 ratio x 100,415, New LZ4 ratio x 100,0
LZ4 ratio x 100,403, New LZ4 ratio x 100,0
LZ4 ratio x 100,403, New LZ4 ratio x 100,0
LZ4 ratio x 100,377, New LZ4 ratio x 100,0
LZ4 ratio x 100,454, New LZ4 ratio x 100,0
LZ4 ratio x 100,438, New LZ4 ratio x 100,0
LZ4 ratio x 100,519, New LZ4 ratio x 100,0
LZ4 ratio x 100,453, New LZ4 ratio x 100,0
LZ4 ratio x 100,492, New LZ4 ratio x 100,0
LZ4 ratio x 100,497, New LZ4 ratio x 100,0
LZ4 ratio x 100,950, New LZ4 ratio x 100,0
LZ4 ratio x 100,517, New LZ4 ratio x 100,0
LZ4 ratio x 100,658, New LZ4 ratio x 100,0
LZ4 ratio x 100,731, New LZ4 ratio x 100,0
LZ4 ratio x 100,783, New LZ4 ratio x 100,0
LZ4 ratio x 100,535, New LZ4 ratio x 100,0
LZ4 ratio x 100,516, New LZ4 ratio x 100,0
LZ4 ratio x 100,558, New LZ4 ratio x 100,0
LZ4 ratio x 100,512, New LZ4 ratio x 100,0
LZ4 ratio x 100,747, New LZ4 ratio x 100,0
LZ4 ratio x 100,464, New LZ4 ratio x 100,0
LZ4 ratio x 100,645, New LZ4 ratio x 100,0
LZ4 ratio x 100,630, New LZ4 ratio x 100,0
LZ4 ratio x 100,815, New LZ4 ratio x 100,0
LZ4 ratio x 100,546, New LZ4 ratio x 100,0
LZ4 ratio x 100,670, New LZ4 ratio x 100,0
LZ4 ratio x 100,527, New LZ4 ratio x 100,0
LZ4 ratio x 100,604, New LZ4 ratio x 100,0
LZ4 ratio x 100,561, New LZ4 ratio x 100,0
LZ4 ratio x 100,786, New LZ4 ratio x 100,0
LZ4 ratio x 100,755, New LZ4 ratio x 100,0
LZ4 ratio x 100,457, New LZ4 ratio x 100,0
LZ4 ratio x 100,693, New LZ4 ratio x 100,0
LZ4 ratio x 100,701, New LZ4 ratio x 100,0
LZ4 ratio x 100,489, New LZ4 ratio x 100,0
LZ4 ratio x 100,541, New LZ4 ratio x 100,0
LZ4 ratio x 100,486, New LZ4 ratio x 100,0
LZ4 ratio x 100,485, New LZ4 ratio x 100,0
LZ4 ratio x 100,625, New LZ4 ratio x 100,0
LZ4 ratio x 100,618, New LZ4 ratio x 100,0
LZ4 ratio x 100,764, New LZ4 ratio x 100,0
LZ4 ratio x 100,739, New LZ4 ratio x 100,0
LZ4 ratio x 100,656, New LZ4 ratio x 100,0
LZ4 ratio x 100,483, New LZ4 ratio x 100,0
LZ4 ratio x 100,681, New LZ4 ratio x 100,0
LZ4 ratio x 100,666, New LZ4 ratio x 100,0
LZ4 ratio x 100,718, New LZ4 ratio x 100,0
LZ4 ratio x 100,769, New LZ4 ratio x 100,0
LZ4 ratio x 100,597, New LZ4 ratio x 100,0
LZ4 ratio x 100,491, New LZ4 ratio x 100,0
LZ4 ratio x 100,809, New LZ4 ratio x 100,0
LZ4 ratio x 100,774, New LZ4 ratio x 100,0
LZ4 ratio x 100,759, New LZ4 ratio x 100,0
LZ4 ratio x 100,754, New LZ4 ratio x 100,0
LZ4 ratio x 100,549, New LZ4 ratio x 100,0
LZ4 ratio x 100,525, New LZ4 ratio x 100,0
LZ4 ratio x 100,714, New LZ4 ratio x 100,0
LZ4 ratio x 100,597, New LZ4 ratio x 100,0
LZ4 ratio x 100,820, New LZ4 ratio x 100,0
LZ4 ratio x 100,700, New LZ4 ratio x 100,0
LZ4 ratio x 100,1001, New LZ4 ratio x 100,0
LZ4 ratio x 100,795, New LZ4 ratio x 100,0
LZ4 ratio x 100,566, New LZ4 ratio x 100,0
LZ4 ratio x 100,853, New LZ4 ratio x 100,0
LZ4 ratio x 100,795, New LZ4 ratio x 100,0
LZ4 ratio x 100,966, New LZ4 ratio x 100,0
LZ4 ratio x 100,970, New LZ4 ratio x 100,0
LZ4 ratio x 100,498, New LZ4 ratio x 100,0
LZ4 ratio x 100,860, New LZ4 ratio x 100,0
LZ4 ratio x 100,787, New LZ4 ratio x 100,0
LZ4 ratio x 100,966, New LZ4 ratio x 100,0
LZ4 ratio x 100,982, New LZ4 ratio x 100,0
LZ4 ratio x 100,504, New LZ4 ratio x 100,0
LZ4 ratio x 100,819, New LZ4 ratio x 100,0
LZ4 ratio x 100,754, New LZ4 ratio x 100,0
LZ4 ratio x 100,970, New LZ4 ratio x 100,0
LZ4 ratio x 100,878, New LZ4 ratio x 100,0
LZ4 ratio x 100,526, New LZ4 ratio x 100,0
LZ4 ratio x 100,489, New LZ4 ratio x 100,0
LZ4 ratio x 100,440, New LZ4 ratio x 100,0
LZ4 ratio x 100,598, New LZ4 ratio x 100,0
LZ4 ratio x 100,597, New LZ4 ratio x 100,0
LZ4 ratio x 100,674, New LZ4 ratio x 100,0
LZ4 ratio x 100,1069, New LZ4 ratio x 100,0
LZ4 ratio x 100,945, New LZ4 ratio x 100,0
LZ4 ratio x 100,765, New LZ4 ratio x 100,0
LZ4 ratio x 100,541, New LZ4 ratio x 100,0
LZ4 ratio x 100,727, New LZ4 ratio x 100,0
LZ4 ratio x 100,623, New LZ4 ratio x 100,0
LZ4 ratio x 100,827, New LZ4 ratio x 100,0
LZ4 ratio x 100,1147, New LZ4 ratio x 100,0
LZ4 ratio x 100,748, New LZ4 ratio x 100,0
LZ4 ratio x 100,639, New LZ4 ratio x 100,0
LZ4 ratio x 100,732, New LZ4 ratio x 100,0
LZ4 ratio x 100,698, New LZ4 ratio x 100,0
LZ4 ratio x 100,409, New LZ4 ratio x 100,0
LZ4 ratio x 100,430, New LZ4 ratio x 100,0
LZ4 ratio x 100,505, New LZ4 ratio x 100,0
LZ4 ratio x 100,461, New LZ4 ratio x 100,0
LZ4 ratio x 100,543, New LZ4 ratio x 100,0
LZ4 ratio x 100,867, New LZ4 ratio x 100,0
LZ4 ratio x 100,520, New LZ4 ratio x 100,0
LZ4 ratio x 100,620, New LZ4 ratio x 100,0
LZ4 ratio x 100,757, New LZ4 ratio x 100,0
LZ4 ratio x 100,542, New LZ4 ratio x 100,0
LZ4 ratio x 100,534, New LZ4 ratio x 100,0
LZ4 ratio x 100,457, New LZ4 ratio x 100,0
LZ4 ratio x 100,495, New LZ4 ratio x 100,0
LZ4 ratio x 100,516, New LZ4 ratio x 100,0
LZ4 ratio x 100,450, New LZ4 ratio x 100,0
LZ4 ratio x 100,481, New LZ4 ratio x 100,0
LZ4 ratio x 100,463, New LZ4 ratio x 100,0
LZ4 ratio x 100,447, New LZ4 ratio x 100,0
LZ4 ratio x 100,477, New LZ4 ratio x 100,0
LZ4 ratio x 100,515, New LZ4 ratio x 100,0
LZ4 ratio x 100,570, New LZ4 ratio x 100,0
LZ4 ratio x 100,502, New LZ4 ratio x 100,0
LZ4 ratio x 100,777, New LZ4 ratio x 100,0
LZ4 ratio x 100,547, New LZ4 ratio x 100,0
LZ4 ratio x 100,615, New LZ4 ratio x 100,0
LZ4 ratio x 100,743, New LZ4 ratio x 100,0
LZ4 ratio x 100,382, New LZ4 ratio x 100,0
LZ4 ratio x 100,194, New LZ4 ratio x 100,0
LZ4 ratio x 100,193, New LZ4 ratio x 100,0
LZ4 ratio x 100,226, New LZ4 ratio x 100,0
LZ4 ratio x 100,219, New LZ4 ratio x 100,0
LZ4 ratio x 100,199, New LZ4 ratio x 100,0
LZ4 ratio x 100,196, New LZ4 ratio x 100,0
LZ4 ratio x 100,189, New LZ4 ratio x 100,0
LZ4 ratio x 100,177, New LZ4 ratio x 100,0
LZ4 ratio x 100,182, New LZ4 ratio x 100,0
LZ4 ratio x 100,193, New LZ4 ratio x 100,0
LZ4 ratio x 100,189, New LZ4 ratio x 100,0
LZ4 ratio x 100,197, New LZ4 ratio x 100,0
LZ4 ratio x 100,201, New LZ4 ratio x 100,0
LZ4 ratio x 100,194, New LZ4 ratio x 100,0
LZ4 ratio x 100,214, New LZ4 ratio x 100,0
LZ4 ratio x 100,185, New LZ4 ratio x 100,0
LZ4 ratio x 100,199, New LZ4 ratio x 100,0
LZ4 ratio x 100,199, New LZ4 ratio x 100,0
LZ4 ratio x 100,228, New LZ4 ratio x 100,0
LZ4 ratio x 100,188, New LZ4 ratio x 100,0
LZ4 ratio x 100,216, New LZ4 ratio x 100,0
LZ4 ratio x 100,250, New LZ4 ratio x 100,0
LZ4 ratio x 100,196, New LZ4 ratio x 100,0
LZ4 ratio x 100,256, New LZ4 ratio x 100,0
LZ4 ratio x 100,213, New LZ4 ratio x 100,0
LZ4 ratio x 100,175, New LZ4 ratio x 100,0
LZ4 ratio x 100,203, New LZ4 ratio x 100,0
LZ4 ratio x 100,230, New LZ4 ratio x 100,0
LZ4 ratio x 100,242, New LZ4 ratio x 100,0
LZ4 ratio x 100,182, New LZ4 ratio x 100,0
LZ4 ratio x 100,193, New LZ4 ratio x 100,0
LZ4 ratio x 100,187, New LZ4 ratio x 100,0
LZ4 ratio x 100,204, New LZ4 ratio x 100,0
LZ4 ratio x 100,206, New LZ4 ratio x 100,0
LZ4 ratio x 100,189, New LZ4 ratio x 100,0
LZ4 ratio x 100,213, New LZ4 ratio x 100,0
LZ4 ratio x 100,195, New LZ4 ratio x 100,0
LZ4 ratio x 100,205, New LZ4 ratio x 100,0
LZ4 ratio x 100,202, New LZ4 ratio x 100,0
LZ4 ratio x 100,189, New LZ4 ratio x 100,0
LZ4 ratio x 100,174, New LZ4 ratio x 100,0
LZ4 ratio x 100,208, New LZ4 ratio x 100,0
LZ4 ratio x 100,263, New LZ4 ratio x 100,0
LZ4 ratio x 100,204, New LZ4 ratio x 100,0
LZ4 ratio x 100,192, New LZ4 ratio x 100,0
LZ4 ratio x 100,179, New LZ4 ratio x 100,0
LZ4 ratio x 100,214, New LZ4 ratio x 100,0
LZ4 ratio x 100,172, New LZ4 ratio x 100,0
LZ4 ratio x 100,185, New LZ4 ratio x 100,0
LZ4 ratio x 100,197, New LZ4 ratio x 100,0
LZ4 ratio x 100,227, New LZ4 ratio x 100,0
LZ4 ratio x 100,200, New LZ4 ratio x 100,0
LZ4 ratio x 100,183, New LZ4 ratio x 100,0
LZ4 ratio x 100,187, New LZ4 ratio x 100,0
LZ4 ratio x 100,183, New LZ4 ratio x 100,0
LZ4 ratio x 100,199, New LZ4 ratio x 100,0
LZ4 ratio x 100,203, New LZ4 ratio x 100,0
LZ4 ratio x 100,192, New LZ4 ratio x 100,0
LZ4 ratio x 100,201, New LZ4 ratio x 100,0
LZ4 ratio x 100,199, New LZ4 ratio x 100,0
LZ4 ratio x 100,206, New LZ4 ratio x 100,0
LZ4 ratio x 100,185, New LZ4 ratio x 100,0
LZ4 ratio x 100,161, New LZ4 ratio x 100,0
LZ4 ratio x 100,169, New LZ4 ratio x 100,0
LZ4 ratio x 100,188, New LZ4 ratio x 100,0
LZ4 ratio x 100,205, New LZ4 ratio x 100,0
LZ4 ratio x 100,204, New LZ4 ratio x 100,0
LZ4 ratio x 100,197, New LZ4 ratio x 100,0
LZ4 ratio x 100,202, New LZ4 ratio x 100,0
LZ4 ratio x 100,307, New LZ4 ratio x 100,0
LZ4 ratio x 100,188, New LZ4 ratio x 100,0
LZ4 ratio x 100,203, New LZ4 ratio x 100,0
LZ4 ratio x 100,206, New LZ4 ratio x 100,0
LZ4 ratio x 100,279, New LZ4 ratio x 100,0
LZ4 ratio x 100,195, New LZ4 ratio x 100,0
LZ4 ratio x 100,175, New LZ4 ratio x 100,0
LZ4 ratio x 100,240, New LZ4 ratio x 100,0
LZ4 ratio x 100,210, New LZ4 ratio x 100,0
LZ4 ratio x 100,199, New LZ4 ratio x 100,0
LZ4 ratio x 100,244, New LZ4 ratio x 100,0
LZ4 ratio x 100,204, New LZ4 ratio x 100,0
